dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,suspected_crime_type,suspected_crime_type_detailed,type_of_force_used,weapon_or_tool_used
49-00033,Los Angeles,CA,14400    ERWIN                        ST,20001(A)VC,,2015-02-02 00:00:00,,4225881,,34.1837,-118.4465,,,,,,,,,,,,,,,,,,32,,,F,,,,,H,,Moving Traffic Violations,HIT AND RUN CAUSING INJURY/DEATH,,
49-00033,Los Angeles,CA,         SPAULDING                    AV,41.18(A)LAM,   SUNSET                       BL,2015-11-14 00:00:00,,150624322,,34.0981,-118.3571,,,,,,,,,,,,,,,,,,41,,,M,,,,,W,,,,,
49-00033,Los Angeles,CA,         RAVEN                        AV,10851(E)VC,   DRONFIELD                    ST,2015-07-07 00:00:00,,4378886,,34.3055,-118.4406,,,,,,,,,,,,,,,,,,22,,,M,,,,,H,,Vehicle Theft,TAKE VEH:NO CNSNT:SPEC PR,,
49-00033,Los Angeles,CA,         52ND                         ST,653.22(A)PC,   FLOWER,2015-07-16 00:00:00,,151217530,,33.9957,-118.281,,,,,,,,,,,,,,,,,,39,,,M,,,,,B,,Prostitution/Allied,LOITER:INTENT:PROSTITUTION,,
49-00033,Los Angeles,CA,  100    WORLD                        WY,460(B)PC,,2015-08-01 00:00:00,,4402305,,33.9451,-118.4029,,,,,,,,,,,,,,,,,,22,,,F,,,,,B,,Burglary,BURGLARY:SECOND DEGREE,,
49-00033,Los Angeles,CA,         103RD                        ST,41.18DLAMC,   FIGUEROA,2015-07-21 00:00:00,,151814968,,33.9428,-118.2826,,,,,,,,,,,,,,,,,,21,,,F,,,,,W,,Disorderly Conduct,SIT/LIE/SLEEP SIDEWALK OR STREET,,
49-00033,Los Angeles,CA,         OCEAN FRONT,63.44(B)14B,   NAVY,2015-10-10 00:00:00,,151426340,,33.9958,-118.4815,,,,,,,,,,,,,,,,,,45,,,M,,,,,W,,,,,
49-00033,Los Angeles,CA,  200    WORLD                        WY,487(A)PC,,2015-01-08 00:00:00,,4202253,,33.9449,-118.4059,,,,,,,,,,,,,,,,,,57,,,F,,,,,O,,Larceny,GRAND THEFT MONEY/PROPERTY > $400,,
49-00033,Los Angeles,CA,         BROADWAY,242PC,   4TH                          ST,2015-02-14 00:00:00,,4239212,,34.0495,-118.2494,,,,,,,,,,,,,,,,,,35,,,M,,,,,B,,Other Assaults,BATTERY ON NONCOHABITATING FORMER SPOUSE,,
49-00033,Los Angeles,CA,         COLDEN,11352(A)HS,   AVALON,2015-12-15 00:00:00,,4526276,,33.9493,-118.2652,,,,,,,,,,,,,,,,,,49,,,M,,,,,B,,Narcotic Drug Laws,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         HUNTINGTON DR,25620(A)BP,   MONTEREY                     RD,2015-04-19 00:00:00,,150408855,,34.085,-118.18700000000001,,,,,,,,,,,,,,,,,,56,,,M,,,,,H,,Liquor Laws,DRINKING ALCOHOL,,
49-00035,Oakland,CA,8400 GOLF LINKS ROAD,,,2017-01-30 23:00:00,,17-902010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,,,
49-00035,Oakland,CA,3800 LUSK ST,,,2016-12-22 17:21:00,,16-067326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARJACKING WITH FIREARM,ROBBERY,,
49-00035,Oakland,CA,ENTERPRISE WAY,,,2016-12-09 14:20:00,,16-916846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,300 JAYNE AV,,,2016-12-04 16:45:00,,16-064068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROBBERY-FIREARM,ROBBERY,,
49-00035,Oakland,CA,600 OAK ST,,,2017-02-08 21:00:00,,17-007236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",,,
49-00035,Oakland,CA,2200 SAN PABLO AV,,,2017-02-08 13:40:00,,17-007163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY W/SERIOUS BODILY INJURY,FELONY ASSAULT,,
49-00035,Oakland,CA,200 BAY PL,,,2016-12-10 12:45:00,,16-065197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,600 W MACARTHUR BLVD,,,2017-02-05 04:23:00,,17-006493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLEGALLY USE/POSSESS/PURCHASE TEAR GAS OR TEAR GAS WEAPONS,DUI,,
49-00035,Oakland,CA,1700 40TH AV,,,2016-12-03 04:19:00,,16-064055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,3600 WEBSTER ST,,,2016-11-29 23:30:00,,16-063445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",ROBBERY,,
49-00035,Oakland,CA,9800 MACARTHUR BLVD,,,2016-12-19 08:00:00,,16-917383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,4600 FAIRFAX AV,,,2016-11-27 02:00:00,,16-062775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,DOMESTIC VIOLENCE,,
49-00035,Oakland,CA,4600 INTERNATIONAL BLVD,,,2016-12-25 02:30:00,,16-067701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROBBERY-KNIFE OR CUTTING INSTRUMENT,ROBBERY,,
49-00035,Oakland,CA,2400 DAMUTH ST,,,2016-12-01 18:00:00,,16-063714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,500 52ND ST,,,2016-12-11 11:30:00,,16-065358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,500 LAKE PARK AV,,,2016-12-25 15:20:00,,16-067774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,9400 SAN LEANDRO ST,,,2016-12-25 22:30:00,,16-067927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,400 CAVOUR ST,,,2017-01-07 08:00:00,,17-001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,6000 HARBORD DR,,,2016-12-24 00:00:00,,16-917562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,3200 BOSTON AV,,,2017-01-24 08:30:00,,17-004197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,5800 MERRIEWOOD DR,,,2016-12-07 18:30:00,,16-916841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-FORCIBLE ENTRY,BURG - RESIDENTIAL,,
49-00035,Oakland,CA,200 10TH ST,,,2016-12-13 19:30:00,,16-917047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,5900 HILTON ST,,,2016-11-17 14:20:00,,16-061094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,WEAPONS,,
49-00035,Oakland,CA,400 7TH ST,,,2016-11-18 16:30:00,,16-061878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAND THEFT,GRAND THEFT,,
49-00035,Oakland,CA,7TH ST,,,2016-11-22 06:15:00,,16-915869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,100 HUNTER AV,,,2016-11-15 14:46:00,,16-060792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,1300 54TH AV,,,2016-11-13 02:45:00,,16-060342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,6300 COLLEGE AVE,,,2017-02-02 19:00:00,,17-902089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,,,
49-00035,Oakland,CA,BELLEVUE AV & GRAND AV,,,2016-12-04 00:01:00,,16-064122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,1100 75TH AV,,,2017-01-24 23:00:00,,17-004504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROBBERY-FIREARM,ROBBERY,,
49-00035,Oakland,CA,1900 36TH AV,,,2017-01-01 05:00:00,,17-000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,FELONY ASSAULT,,
49-00035,Oakland,CA,700 CANYON OAKS DR,,,2016-12-02 05:15:00,,16-916317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTEMPT VEHICLE THEFT-AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,3200 E 23RD ST,,,2016-11-22 19:00:00,,16-062196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,1800 LAKESHORE AV,,,2017-01-22 13:00:00,,17-901447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,1300 MARITIME ST,,,2016-12-09 16:00:00,,16-065425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,9300 SUNNYSIDE ST,,,2016-11-11 19:00:00,,16-060121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,1500 JACKSON ST,,,2016-11-12 10:17:00,,16-060200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THEFT,PETTY THEFT,,
49-00035,Oakland,CA,5700 FOOTHILL BLVD,,,2016-11-30 20:00:00,,16-063448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,2400 COOLIDGE AV,,,2016-11-30 23:00:00,,16-063500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,5400 COLLEGE AV,,,2016-12-15 19:00:00,,16-066209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-FORCIBLE ENTRY,BURG - COMMERCIAL,,
49-00035,Oakland,CA,700 43RD ST,,,2017-01-12 13:00:00,,17-002092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,2000 WEBSTER ST,,,2017-01-30 21:30:00,,17-901893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAND THEFT,,,
49-00035,Oakland,CA,5800 SAN PABLO AVE,,,2017-02-04 20:30:00,,17-902186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,,,
49-00035,Oakland,CA,300 GRAND AVE,,,2017-02-02 17:00:00,,17-902060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,,,
49-00035,Oakland,CA,6900 FOOTHILL BLVD,,,2016-11-28 13:00:00,,16-916143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,FRUITVALE AV & MACARTHUR BLVD,,,2016-12-23 16:40:00,,16-067474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THREAT CRIME:INT:TERRORIZE,THREATS,,
49-00035,Oakland,CA,2600 E 27TH ST,,,2017-01-26 11:25:00,,17-004609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,RECOVERED O/S STOLEN,,
49-00035,Oakland,CA,11TH AV & INTERNATIONAL BLVD,,,2016-12-26 23:02:00,,16-067941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOITER:INTENT:PROSTITUTION,PROSTITUTION,,
49-00035,Oakland,CA,6200 E 17TH ST,,,2017-01-19 12:58:00,,17-901416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAND THEFT,GRAND THEFT,,
49-00035,Oakland,CA,2300 WEBSTER ST,,,2016-12-13 20:00:00,,17-900698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,,,
49-00035,Oakland,CA,1600 8TH ST,,,2016-12-23 22:15:00,,16-067516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,NARCOTICS,,
49-00035,Oakland,CA,9800 STANLEY AV,,,2016-11-26 14:16:00,,16-062691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,5800 OCEAN VIEW DR,,,2016-12-06 19:00:00,,16-916712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,7400 SKYLINE BOULEVARD,,,2017-02-08 22:40:00,,17-902500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,,,
49-00035,Oakland,CA,3900 TELEGRAPH AV,,,2016-11-14 22:16:00,,16-060605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",ROBBERY,,
49-00035,Oakland,CA,3600 E 12TH ST,,,2016-12-05 11:00:00,,16-064493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,1700 17TH ST,,,2016-11-12 00:55:00,,16-915301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,3900 ALAMEDA AV,,,2016-11-17 17:30:00,,16-915700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,2700 INTERNATIONAL BLVD,,,2017-01-03 03:11:00,,17-000388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THEFT,PETTY THEFT,,
49-00035,Oakland,CA,6100 HILTON ST,,,2017-01-28 18:54:00,,17-005043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,FELONY ASSAULT,,
49-00035,Oakland,CA,2500 WALLACE ST,,,2017-01-11 10:59:00,,17-001838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,DOMESTIC VIOLENCE,,
49-00035,Oakland,CA,100 14TH ST,,,2016-12-28 11:00:00,,16-068453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,2300 MITCHELL ST,,,2016-12-12 03:00:00,,16-916991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,OPAL ST,,,2016-11-25 21:30:00,,16-915998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,3600 DIMOND AVE,,,2017-02-02 13:00:00,,17-902116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,,,
49-00035,Oakland,CA,2200 VALLEY ST,,,2016-11-18 22:45:00,,16-915736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,2700 RITCHIE ST,,,2017-01-16 11:00:00,,17-002779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)",ROBBERY,,
49-00035,Oakland,CA,900 61ST ST,,,2017-01-14 23:00:00,,17-900900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,1100 87TH AV,,,2016-12-09 14:30:00,,16-065222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTURB THE PEACE,DISORDERLY CONDUCT,,
49-00035,Oakland,CA,8400 BALDWIN ST,,,2016-11-20 01:25:00,,16-061072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,100 CLAY ST,,,2016-11-28 18:00:00,,16-916121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,200 BAY PL,,,2016-12-02 20:00:00,,16-063860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,6500 LUCAS AV,,,2016-11-23 19:00:00,,16-062415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,4200 WHITTLE AVE,,,2017-02-01 11:50:00,,17-901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,,,
49-00035,Oakland,CA,1400 E 33RD ST,,,2017-01-13 10:00:00,,17-002768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTURB THE PEACE,DISORDERLY CONDUCT,,
49-00035,Oakland,CA,4800 LAWTON AV,,,2016-11-21 15:00:00,,16-061929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USE OTHERS ID:CREDIT/ETC,FRAUD,,
49-00035,Oakland,CA,1200 EMBARCADERO,,,2017-01-26 07:15:00,,17-901732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,500 EMBARCADERO,,,2016-12-14 19:00:00,,16-917128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,10800 FOOTHILL BLVD,,,2016-12-31 12:00:00,,17-000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,800 69TH AV,,,2016-12-10 08:30:00,,16-065160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM:DAMAGE PROPERTY,VANDALISM,,
49-00035,Oakland,CA,3300 FRUITVALE AV,,,2017-01-27 16:15:00,,17-901676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,10700 MACARTHUR BLVD,,,2016-11-25 12:30:00,,16-915984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,7100 SPENCER ST,,,2017-02-03 20:00:00,,17-006385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,500 19TH ST,,,2017-02-02 19:00:00,,17-902103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,,,
49-00035,Oakland,CA,5300 DOVER ST,,,2016-11-16 20:35:00,,16-916759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,FRAUD,,
49-00035,Oakland,CA,ENTERPRISE WY,,,2016-12-24 14:00:00,,16-917537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,1500 77TH AV,,,2017-02-06 02:00:00,,17-006645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFLICT CRPL INJ SP/COHAB,DOMESTIC VIOLENCE,,
49-00035,Oakland,CA,1100 E 17TH ST,,,2016-12-14 06:30:00,,16-064685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MURDER,HOMICIDE,,
49-00035,Oakland,CA,6800 ELVERTON DR,,,2017-01-14 14:00:00,,17-003049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,700 66TH AV,,,2016-12-14 14:50:00,,16-065927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,RECOVERED O/S STOLEN,,
49-00035,Oakland,CA,300 11TH ST,,,2016-11-22 21:50:00,,16-062183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,4400 ANDERSON AV,,,2016-11-19 18:00:00,,16-063256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,SAN PABLO AV & W GRAND AV,,,2017-01-29 01:30:00,,17-005084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",ROBBERY,,
49-00035,Oakland,CA,1100 BROADWAY,,,2016-11-25 12:23:00,,16-062558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,600 60TH ST,,,2016-11-14 22:30:00,,16-060674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,PERKINS ST & GRAND AV,,,2016-12-07 17:00:00,,16-916711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,VANDALISM,,
49-00035,Oakland,CA,300 9TH ST,,,2016-12-02 18:00:00,,16-916367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGLARY-AUTO,BURG - AUTO,,
49-00035,Oakland,CA,3600 LAUREL AV,,,2016-12-06 22:30:00,,16-064604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT - AUTO,STOLEN VEHICLE,,
49-00035,Oakland,CA,8700 DOWLING ST,,,2016-11-29 21:45:00,,16-063262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,MISDEMEANOR ASSAULT,,
49-00035,Oakland,CA,16TH ST & MARTIN LUTHER KING JR WY,,,2017-01-15 02:00:00,,17-002559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,DOMESTIC VIOLENCE,,
49-00081,San Francisco,CA,0 Block of PHELAN AV,,,2015-03-02 00:00:00,,150190214,,37.72569336,-122.45228970000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,,
49-00081,San Francisco,CA,200 Block of GEARY ST,,,2012-05-24 00:00:00,,120410757,,37.78740741,-122.407413,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRESPASS,LODGING WITHOUT PERMISSION,,
49-00081,San Francisco,CA,1200 Block of MASONIC AV,,,2013-10-14 00:00:00,,130870351,,37.76971906,-122.44531869999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",,
49-00081,San Francisco,CA,1700 Block of LASALLE AV,,,2014-09-15 00:00:00,,140779141,,37.73812709,-122.3914348,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSAULT,INFLICT INJURY ON COHABITEE,,
49-00081,San Francisco,CA,CALIFORNIA ST / BATTERY ST,,,2015-04-06 00:00:00,,150299775,,37.79320931,-122.39996299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEAPON LAWS,CARRYING A CONCEALED WEAPON,,
49-00081,San Francisco,CA,1000 Block of MISSISSIPPI ST,,,2015-06-16 00:00:00,,150524748,,37.752968100000004,-122.39373570000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,,
49-00081,San Francisco,CA,200 Block of MONTGOMERY ST,,,2013-05-17 00:00:00,,136087677,,37.79145153,-122.40240940000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,LARCENY/THEFT,PETTY THEFT OF PROPERTY,,
49-00081,San Francisco,CA,1500 Block of NOE ST,,,2015-05-05 00:00:00,,150393264,,37.74384218,-122.43107109999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEHICLE THEFT,STOLEN AUTOMOBILE,,
49-00081,San Francisco,CA,900 Block of SANSOME ST,,,2012-12-21 00:00:00,,121030039,,37.79890638,-122.40239479999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,LARCENY/THEFT,PETTY THEFT BICYCLE,,
49-00081,San Francisco,CA,2300 Block of 42ND AV,,,2013-04-30 00:00:00,,130352600,,37.74288056,-122.500328,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,,
49-00081,San Francisco,CA,0 Block of HAWTHORNE ST,,,2013-09-20 00:00:00,,136173317,,37.78530999,-122.3985268,,,,,,,,,,,,,,,,,,,,,,,,,,,,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,,
49-00081,San Francisco,CA,1900 Block of HARRISON ST,,,2014-01-12 00:00:00,,146010226,,37.7660616,-122.4132331,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",,
49-00081,San Francisco,CA,4000 Block of MISSION ST,,,2014-02-20 00:00:00,,140151505,,37.73221449,-122.4279301,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",,
49-00081,San Francisco,CA,900 Block of HAYES ST,,,2013-06-11 00:00:00,,130480336,,37.77578245,-122.43204080000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",,
49-00081,San Francisco,CA,5200 Block of MISSION ST,,,2012-05-27 00:00:00,,120420938,,37.71499772,-122.442127,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,,
