CRIME_TYPE,INCIDENT_DATE,INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_REASON,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE
VANDALISM,12/22/16 21:32,16-067355,VANDALISM,31Y,9300 EMPIRE RD,Oakland,CA
STOLEN VEHICLE,12/19/16 22:00,16-066856,VEHICLE THEFT - AUTO,21Y,3100 BONA ST,Oakland,CA
STOLEN VEHICLE,12/17/16 16:00,16-066657,VEHICLE THEFT - AUTO,32Y,1900 105TH AV,Oakland,CA
,12/22/16 21:50,16-067356,BATTERY,21Y,2400 34TH AV,Oakland,CA
DOMESTIC VIOLENCE,12/22/16 21:21,16-067357,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,3100 FILBERT ST,Oakland,CA
STOLEN VEHICLE,12/17/16 2:00,16-066700,VEHICLE THEFT - AUTO,27X,5100 FAIRFAX AV,Oakland,CA
HOMICIDE,12/22/16 22:46,16-067360,MURDER,30X,80TH AV & OLIVE ST,Oakland,CA
STOLEN VEHICLE,12/22/16 7:55,16-067223,VEHICLE THEFT - AUTO,31Y,600 85TH AV,Oakland,CA
,12/22/16 7:40,16-067235,BURGLARY-AUTO,22X,IRO 3403 FRUITVALE AV,Oakland,CA
MISDEMEANOR ASSAULT,12/22/16 0:00,16-067240,BATTERY,33X,1300 96TH AV,Oakland,CA
DISORDERLY CONDUCT,12/22/16 11:31,16-067263,DISTURB THE PEACE,30X,1400 HAVENSCOURT BLVD,Oakland,CA
BURG - RESIDENTIAL,12/22/16 11:00,16-067266,BURGLARY-FORCIBLE ENTRY,14X,300 LEE ST,Oakland,CA
DOMESTIC VIOLENCE,12/22/16 2:30,16-067214,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,08X,500 24TH ST,Oakland,CA
MISDEMEANOR ASSAULT,12/22/16 4:40,16-067217,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,18X,2000 E 21ST ST,Oakland,CA
DOMESTIC VIOLENCE,12/22/16 6:52,16-067220,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,21X,2300 26TH AV,Oakland,CA
STOLEN VEHICLE,12/19/16 3:00,16-066959,VEHICLE THEFT - AUTO,22X,2100 DAMUTH ST,Oakland,CA
PETTY THEFT,12/19/16 17:00,16-066965,THEFT,35X,8400 ASTER AV,Oakland,CA
BURG - AUTO,1/7/17 9:20,17-900421,BURGLARY-AUTO,13Z,6300 MORAGA AV,Oakland,CA
ROBBERY,12/22/16 20:05,16-067346,CARJACKING WITH FIREARM,16Y,3800 GREENWOOD AV,Oakland,CA
BURG - AUTO,12/19/16 7:00,16-066825,BURGLARY-AUTO,08X,400 36TH ST,Oakland,CA
BURG - RESIDENTIAL,12/22/16 12:00,16-067347,BURGLARY-NO FORCE,03Y,800 WASHINGTON ST,Oakland,CA
STOLEN VEHICLE,12/22/16 14:00,16-067351,VEHICLE THEFT - AUTO,20X,3000 E 9TH ST,Oakland,CA
BURG - AUTO,12/22/16 19:30,16-067353,BURGLARY-AUTO,01X,400 BROADWAY,Oakland,CA
BURG - AUTO,12/19/16 18:30,16-066846,BURGLARY-AUTO,18Y,2100 17TH AV,Oakland,CA
BURG - AUTO,1/7/17 0:00,17-900424,BURGLARY-AUTO,13X,5200 MASONIC AV,Oakland,CA
,1/10/17 16:10,17-001739,BURGLARY-FORCIBLE ENTRY,01X,00 BROADWAY,Oakland,CA
GRAND THEFT,2/8/17 15:00,17-007186,GRAND THEFT,04X,1700 HARRISON ST,Oakland,CA
DOMESTIC VIOLENCE,2/8/17 15:38,17-007190,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,6300 INTERNATIONAL BLVD,Oakland,CA
,2/8/17 8:00,17-007193,ATTEMPTED BURGLARY,22Y,4000 LAUREL AV,Oakland,CA
PETTY THEFT,1/9/17 18:00,17-002292,THEFT,26Y,900 73RD AV,Oakland,CA
,2/8/17 16:50,17-007197,ROBBERY-FIREARM,17X,1100 18TH ST,Oakland,CA
,2/8/17 17:35,17-007199,BATTERY,30X,7100 FRESNO ST.,Oakland,CA
,2/6/17 7:25,17-007200,VEHICLE THEFT - AUTO,24Y,3700 PENNIMAN AV,Oakland,CA
,2/8/17 18:40,17-007205,ROBBERY-FIREARM,12X,4700 TELEGRAPH AVE,Oakland,CA
,2/3/17 8:00,17-007208,THEFT,16Y,IFO 3943 PARK BLVD,Oakland,CA
,2/8/17 20:18,17-007217,VEHICLE THEFT - AUTO,25X,4800 DAISY ST,Oakland,CA
,2/8/17 20:00,17-007218,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",13Z,IFO 2020 MOUNTAIN BLVD,Oakland,CA
PETTY THEFT,2/5/17 0:00,17-007219,THEFT,24X,2200 ROSEDALE AV,Oakland,CA
,2/8/17 19:36,17-007220,SC STOLEN VEHICLE - AUTO,34X,8800 INTERNATIONAL BLVD,Oakland,CA
VANDALISM,12/20/16 18:30,16-917349,VANDALISM,12X,41ST ST & SHAFTER AV,Oakland,CA
PETTY THEFT,12/20/16 10:50,16-917320,THEFT,25X,3600 39TH AV,Oakland,CA
GRAND THEFT,12/20/16 1:15,16-917323,GRAND THEFT,77X,00 62ND ST,Oakland,CA
BURG - AUTO,12/20/16 15:00,16-917324,BURGLARY-AUTO,77X,SAN PABLO AVE,Oakland,CA
BURG - AUTO,12/20/16 18:20,16-917325,BURGLARY-AUTO,22X,3400 FRUITVALE AV,Oakland,CA
VANDALISM,12/20/16 0:55,16-917326,VANDALISM,04X,600 W GRAND AV,Oakland,CA
BURG - AUTO,12/20/16 2:00,16-917335,BURGLARY-AUTO,77X,0,Oakland,CA
BURG - AUTO,12/20/16 0:35,16-917337,BURGLARY-AUTO,05X,700 19TH ST,Oakland,CA
VANDALISM,12/20/16 21:30,16-917351,VANDALISM,08X,OPAL ST & 40TH ST,Oakland,CA
BURG - AUTO,12/20/16 19:15,16-917352,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA
PETTY THEFT,12/20/16 7:45,16-917355,THEFT,12Y,400 NORTH ST,Oakland,CA
BURG - AUTO,12/20/16 18:25,16-917356,BURGLARY-AUTO,04X,1900 FRANKLIN ST,Oakland,CA
BURG - AUTO,12/20/16 13:20,16-917357,BURGLARY-AUTO,31X,600 HEGENBERGER RD,Oakland,CA
PETTY THEFT,12/20/16 10:30,16-917343,THEFT,77X,TELEGRAPH ST.,Oakland,CA
GRAND THEFT,1/8/17 5:30,17-900590,GRAND THEFT,12X,4600 TELEGRAPH AV,Oakland,CA
GRAND THEFT,1/4/17 13:25,17-900275,GRAND THEFT,25X,3900 MAGEE AV,Oakland,CA
BURG - AUTO,1/4/17 19:00,17-900277,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA
BURG - RESIDENTIAL,1/4/17 11:00,17-900278,BURGLARY-FORCIBLE ENTRY,02Y,1600 13TH ST,Oakland,CA
STOLEN VEHICLE,1/26/17 12:00,17-004665,VEHICLE THEFT - AUTO,02X,900 ADELINE ST,Oakland,CA
VANDALISM,1/4/17 21:10,17-900280,VANDALISM,03X,400 13TH ST,Oakland,CA
BURG - AUTO,1/4/17 20:00,17-900283,BURGLARY-AUTO,12X,49TH ST & CLARKE ST,Oakland,CA
NARCOTICS,1/26/17 14:33,17-004666,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",25X,4200 MACARTHUR BLVD,Oakland,CA
STOLEN VEHICLE,1/25/17 20:00,17-004569,VEHICLE THEFT - AUTO,14X,100 MONTECITO AV,Oakland,CA
PETTY THEFT,1/26/17 10:55,17-004576,THEFT:PERSONAL PROPERTY,34X,8700 INTERNATIONAL BLVD,Oakland,CA
BURG - AUTO,1/28/17 0:00,17-004592,BURGLARY-AUTO,26Y,7200 SPENCER ST,Oakland,CA
PETTY THEFT,1/26/17 11:11,17-004599,THEFT:PERSONAL PROPERTY,22Y,4000 NORTON AV,Oakland,CA
STOLEN VEHICLE,1/21/17 17:00,17-004664,VEHICLE THEFT - AUTO,32X,9900 WALNUT ST,Oakland,CA
ROBBERY,12/14/16 18:00,16-065972,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",12Y,400 AVON ST,Oakland,CA
BURG - AUTO,12/14/16 4:30,16-065974,BURGLARY-AUTO,02Y,1400 7TH ST,Oakland,CA
BURG - RESIDENTIAL,12/14/16 11:00,16-065976,BURGLARY-FORCIBLE ENTRY,09X,4100 HOWE ST,Oakland,CA
HOMICIDE,12/14/16 20:35,16-065979,MURDER,31Y,9700 EDES AV,Oakland,CA
PETTY THEFT,12/14/16 21:00,16-065981,THEFT,14X,300 PERKINS ST,Oakland,CA
FELONY ASSAULT,12/14/16 20:42,16-065982,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,34X,9400 BIRCH ST,Oakland,CA
PETTY THEFT,1/25/17 18:30,17-004557,THEFT,22X,2400 SCENIC AV,Oakland,CA
,1/3/17 17:00,17-901573,VANDALISM,13Y,100 CALDECOTT LANE,Oakland,CA
STOLEN VEHICLE,1/25/17 17:00,17-004558,VEHICLE THEFT - AUTO,27X,2000 HIGH ST,Oakland,CA
PETTY THEFT,12/14/16 22:00,16-066032,THEFT,07X,2800 MANDELA PKWY,Oakland,CA
STOLEN VEHICLE,1/26/17 9:26,17-004559,VEHICLE THEFT - AUTO,12Y,300 HUDSON ST,Oakland,CA
STOLEN VEHICLE,12/14/16 18:30,16-066038,VEHICLE THEFT - AUTO,06X,900 APGAR ST,Oakland,CA
BURG - AUTO,1/14/17 0:00,17-004655,BURGLARY-AUTO,30Y,2600 76TH AV,Oakland,CA
STOLEN VEHICLE,1/26/17 6:00,17-004661,VEHICLE THEFT - AUTO,12X,51ST ST & CORONADO AV,Oakland,CA
ROBBERY,12/22/16 0:20,16-067197,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",06X,600 W MACARTHUR BLVD,Oakland,CA
FORGERY & COUNTERFEITING,12/6/16 12:00,16-917052,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,30Y,6900 BANCROFT AV,Oakland,CA
BURG - AUTO,12/22/16 2:22,16-067204,BURGLARY-AUTO,04X,1800 TELEGRAPH AV,Oakland,CA
BURG - AUTO,12/22/16 2:25,16-067205,BURGLARY-AUTO,04X,1800 TELEGRAPH AV,Oakland,CA
BURG - AUTO,12/27/16 18:00,16-917632,BURGLARY-AUTO,33X,900 85TH AV,Oakland,CA
PETTY THEFT,12/22/16 20:30,16-067372,THEFT,03X,800 ALICE ST,Oakland,CA
DOMESTIC VIOLENCE,1/26/17 7:00,17-004541,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,2300 PARK BLVD,Oakland,CA
PETTY THEFT,1/24/17 12:00,17-004544,PETTY THEFT:$50-,22Y,3900 NORTON AV,Oakland,CA
BURG - AUTO,12/22/16 9:30,16-067276,BURGLARY-AUTO,27X,5200 FOOTHILL BLVD,Oakland,CA
PETTY THEFT,12/22/16 9:40,16-067279,THEFT,22X,2200 MACARTHUR BLVD,Oakland,CA
FORGERY & COUNTERFEITING,12/22/16 13:30,16-067282,PERSONATE TO GET MONEY/PROPERTY,31Y,400 GHORMLEY AV,Oakland,CA
MISDEMEANOR ASSAULT,12/22/16 4:01,16-067212,BATTERY,28X,2900 HIGH ST,Oakland,CA
STOLEN VEHICLE,12/22/16 3:00,16-067213,VEHICLE THEFT - AUTO,31X,8000 S COLISEUM WY,Oakland,CA
BURG - AUTO,12/27/16 18:15,16-917621,BURGLARY-AUTO,19X,200 FOOTHILL BLVD,Oakland,CA
BURG - AUTO,12/27/16 14:35,16-917628,BURGLARY-AUTO,31Y,500 85TH AV,Oakland,CA
PETTY THEFT,12/17/16 21:00,16-066608,THEFT,26Y,7200 SPENCER ST,Oakland,CA
STOLEN VEHICLE,12/22/16 10:44,16-066865,VEHICLE THEFT - AUTO,31X,00 SWAN WY,Oakland,CA
BURG - RESIDENTIAL,12/14/16 12:00,16-066021,BURGLARY-NO FORCE,12X,400 40TH ST,Oakland,CA
ROBBERY,12/22/16 2:04,16-067062,ROBBERY-FIREARM,14X,400 GRAND AV,Oakland,CA
PETTY THEFT,12/24/16 13:40,16-067835,THEFT,29X,5800 KINGSLEY CIR,Oakland,CA
DOMESTIC VIOLENCE,12/14/16 16:10,16-065950,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,700 CENTER ST,Oakland,CA
ROBBERY,12/14/16 17:20,16-065955,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",16Y,3700 ARDLEY AV,Oakland,CA
FELONY ASSAULT,12/14/16 17:30,16-065958,BATTERY W/SERIOUS BODILY INJURY,26Y,1000 71ST AV,Oakland,CA
STOLEN VEHICLE,12/14/16 11:30,16-065970,VEHICLE THEFT - AUTO,07X,3300 ADELINE ST,Oakland,CA
DOMESTIC VIOLENCE,12/14/16 17:30,16-065959,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,31Y,600 DOUGLAS AV,Oakland,CA
STOLEN VEHICLE,12/14/16 12:15,16-065961,VEHICLE THEFT - AUTO,25X,4400 WORDEN WY,Oakland,CA
BURG - COMMERCIAL,1/12/17 18:23,17-002225,BURGLARY-FORCIBLE ENTRY,16Y,3800 PARK BLVD,Oakland,CA
STOLEN VEHICLE,1/12/17 21:30,17-002226,VEHICLE THEFT - AUTO,05X,2000 MARKET ST,Oakland,CA
STOLEN VEHICLE,1/13/17 21:08,17-002341,VEHICLE THEFT - AUTO,77X,1300 107TH AV,Oakland,CA
ROBBERY,1/13/17 21:15,17-002342,ROBBERY-FIREARM,03X,14TH ST & LAKESIDE DR,Oakland,CA
MISDEMEANOR ASSAULT,1/13/17 23:40,17-002363,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,12Y,5500 TELEGRAPH AV,Oakland,CA
VANDALISM,1/9/17 9:25,17-901845,VANDALISM,04X,2100 TELEGRAPH AV,Oakland,CA
FELONY ASSAULT,1/13/17 23:55,17-002365,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,05X,1000 21ST ST,Oakland,CA
STOLEN VEHICLE,1/7/17 8:00,17-001538,VEHICLE THEFT - AUTO,12Y,400 CAVOUR ST,Oakland,CA
BURG - AUTO,1/13/17 21:45,17-002367,BURGLARY-AUTO,08X,400 27TH ST,Oakland,CA
THREATS,1/7/17 19:12,17-001540,THREAT CRIME:INT:TERRORIZE,17X,1200 FOOTHILL BLVD,Oakland,CA
PETTY THEFT,1/2/17 0:00,17-003275,THEFT,20X,2700 E 7TH ST,Oakland,CA
ROBBERY,1/14/17 0:00,17-002369,SC CARJACKING - FIREARM,23X,FRUITVALE AV & FOOTHILL BLVD,Oakland,CA
ROBBERY,1/14/17 0:43,17-002371,ROBBERY-FIREARM,27Y,2500 64TH AV,Oakland,CA
BURG - AUTO,12/14/16 18:53,16-066018,BURGLARY-AUTO,25X,3800 39TH AV,Oakland,CA
PETTY THEFT,12/17/16 10:30,16-066585,THEFT,05X,1000 21ST ST,Oakland,CA
DOMESTIC VIOLENCE,1/11/17 16:30,17-002067,THREAT CRIME:INT:TERRORIZE,32Y,10700 MACARTHUR BLVD,Oakland,CA
MISDEMEANOR ASSAULT,12/24/16 9:10,16-067671,BATTERY,32Y,2100 107TH AV,Oakland,CA
BURG - AUTO,12/27/16 8:25,16-917540,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA
BURG - AUTO,12/27/16 22:00,16-917588,BURGLARY-AUTO,04X,400 21ST ST,Oakland,CA
BURG - AUTO,12/27/16 2:40,16-917601,BURGLARY-AUTO,12X,400 50TH ST,Oakland,CA
STOLEN VEHICLE,12/17/16 17:00,16-066709,VEHICLE THEFT - AUTO,13X,OCEAN VIEW DR & BROADWAY,Oakland,CA
FRAUD,12/27/16 11:40,16-917607,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,04X,1500 JACKSON ST,Oakland,CA
STOLEN VEHICLE,12/24/16 18:00,16-067747,VEHICLE THEFT - AUTO,30X,7900 INTERNATIONAL BLVD,Oakland,CA
BURG - AUTO,12/27/16 8:11,16-917608,BURGLARY-AUTO,22X,3500 FRUITVALE AV,Oakland,CA
STOLEN VEHICLE,11/27/16 21:00,16-063228,VEHICLE THEFT - AUTO,21Y,3000 BROOKDALE AV,Oakland,CA
VANDALISM,12/27/16 2:27,16-917616,VANDALISM,08X,23RD ST & VALLEY ST,Oakland,CA
BURG - AUTO,12/27/16 19:00,16-917620,BURGLARY-AUTO,08X,2300 WEBSTER ST,Oakland,CA
DOMESTIC VIOLENCE,12/24/16 20:10,16-067666,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,500 98TH AV,Oakland,CA
BURG - AUTO,1/6/17 2:15,17-900390,BURGLARY-AUTO,06X,800 37TH ST,Oakland,CA
BURG - AUTO,1/6/17 12:28,17-900392,BURGLARY-AUTO,18Y,14TH AV & E 29TH ST,Oakland,CA
STOLEN VEHICLE,1/6/17 14:05,17-900393,ATTEMPT VEHICLE THEFT-AUTO,19X,700 KENNEDY ST,Oakland,CA
BURG - AUTO,1/6/17 14:15,17-900394,BURGLARY-AUTO,77X,DOVER ST,Oakland,CA
PETTY THEFT,1/11/17 12:00,17-002254,THEFT,09X,200 38TH ST,Oakland,CA
NARCOTICS,1/12/17 9:50,17-002027,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,26X,600 50TH AV,Oakland,CA
PETTY THEFT,1/12/17 10:10,17-002028,THEFT,30Y,73RD AV & HILLMONT DR,Oakland,CA
ROBBERY,1/12/17 12:27,17-002065,ROBBERY-OTHER DANGEROUS WEAPON,08X,2900 BROADWAY,Oakland,CA
PETTY THEFT,12/17/16 22:00,16-066560,THEFT,19X,1100 7TH AV,Oakland,CA
STOLEN VEHICLE,1/10/17 20:00,17-002066,VEHICLE THEFT - AUTO,27X,1600 46TH AV,Oakland,CA
,1/1/17 13:55,17-901611,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,09X,3800 HOWE ST,Oakland,CA
VANDALISM,1/6/17 8:30,17-900379,VANDALISM,22X,2600 LA CUESTA ST,Oakland,CA
,12/25/16 21:42,16-067792,BATTERY,34X,1900 82ND AVE.,Oakland,CA
STOLEN VEHICLE,12/25/16 20:00,16-067795,VEHICLE THEFT - AUTO,06X,600 30TH ST,Oakland,CA
STOLEN VEHICLE,12/25/16 6:00,16-067849,VEHICLE THEFT - AUTO,31Y,8300 EDES AV,Oakland,CA
BURG - RESIDENTIAL,12/2/16 0:00,16-064655,BURGLARY-FORCIBLE ENTRY,07X,2300 WEST ST,Oakland,CA
ROBBERY,1/13/17 23:12,17-002359,ROBBERY-FIREARM,10X,IFO 945 63RD STREET,Oakland,CA
GRAND THEFT,1/13/17 8:30,17-002242,GRAND THEFT,23X,4000 ALAMEDA AV,Oakland,CA
ROBBERY,11/15/16 14:15,16-061760,ROBBERY-FIREARM,12X,500 45TH ST,Oakland,CA
BURG - RESIDENTIAL,1/13/17 11:10,17-002243,ATTEMPTED BURGLARY,18Y,2900 21ST AV,Oakland,CA
BURG - AUTO,12/3/16 20:30,16-916548,BURGLARY-AUTO,26X,6500 SAN LEANDRO ST,Oakland,CA
DOMESTIC VIOLENCE,1/13/17 9:43,17-002245,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,6500 OUTLOOK AV,Oakland,CA
STOLEN VEHICLE,1/13/17 0:01,17-002246,VEHICLE THEFT - AUTO,21X,2300 E 30TH ST,Oakland,CA
STOLEN VEHICLE,1/12/17 18:00,17-002248,VEHICLE THEFT - AUTO,04X,1400 HARRISON ST,Oakland,CA
STOLEN VEHICLE,1/13/17 8:30,17-002253,VEHICLE THEFT - AUTO,06X,800 40TH ST,Oakland,CA
DOMESTIC VIOLENCE,12/14/16 23:56,16-066001,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,33X,1200 83RD AV,Oakland,CA
BURG - RESIDENTIAL,12/14/16 6:30,16-066002,BURGLARY-NO FORCE,17Y,2600 IVY DR,Oakland,CA
STOLEN VEHICLE,12/14/16 20:00,16-066014,VEHICLE THEFT - AUTO,12X,4100 MANILA AV,Oakland,CA
PETTY THEFT,11/15/16 7:00,16-060934,APPROPRIATE LOST PROPERTY [OVER $400],03Y,400 7TH ST,Oakland,CA
PETTY THEFT,12/3/16 16:00,16-064250,THEFT,32Y,2700 106TH AV,Oakland,CA
MISDEMEANOR ASSAULT,11/15/16 0:00,16-060959,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA
STOLEN VEHICLE,12/3/16 17:00,16-064179,VEHICLE THEFT - AUTO,05X,1500 UNION ST,Oakland,CA
ROBBERY,12/3/16 4:40,16-064180,CARJACKING WITH FIREARM,21Y,00 DEERING CT,Oakland,CA
VANDALISM,11/27/16 18:50,16-916037,VANDALISM,18X,1800 FOOTHILL BLVD,Oakland,CA
BURG - AUTO,11/27/16 0:00,16-916042,BURGLARY-AUTO,08X,2600 TELEGRAPH AV,Oakland,CA
DOMESTIC VIOLENCE,12/19/16 23:00,16-066808,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,6900 LION WY,Oakland,CA
STOLEN VEHICLE,12/3/16 23:00,16-064111,VEHICLE THEFT - AUTO,11X,500 58TH ST,Oakland,CA
OTHER,12/24/16 11:00,16-067649,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,31Y,600 DOUGLAS AV,Oakland,CA
STOLEN VEHICLE,12/17/16 21:25,16-066526,VEHICLE THEFT - AUTO,32X,1800 104TH AV,Oakland,CA
VANDALISM,11/27/16 7:05,16-916028,VANDALISM,77X,NORTHGATE AVE,Oakland,CA
BURG - AUTO,11/27/16 0:30,16-916029,BURGLARY-AUTO,77X,0,Oakland,CA
DOMESTIC VIOLENCE,12/24/16 17:05,16-067650,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,800 WILLOW ST,Oakland,CA
VANDALISM,12/17/16 19:00,16-066529,VANDALISM:DAMAGE PROPERTY,26Y,6100 INTERNATIONAL BLVD,Oakland,CA
BURG - AUTO,11/27/16 2:00,16-916033,BURGLARY-AUTO,09X,100 MOSS AV,Oakland,CA
BURG - AUTO,11/27/16 0:00,16-916036,BURGLARY-AUTO,26Y,800 69TH AV,Oakland,CA
STOLEN VEHICLE,12/17/16 5:00,16-066533,VEHICLE THEFT - AUTO,34X,9700 HOLLY ST,Oakland,CA
MISDEMEANOR ASSAULT,12/24/16 12:00,16-067661,BATTERY,31Z,300 GRAMERCY PL,Oakland,CA
MISDEMEANOR ASSAULT,12/24/16 19:49,16-067663,BATTERY,07X,3500 SAN PABLO AV,Oakland,CA
BURG - RESIDENTIAL,12/14/16 8:00,16-065991,BURGLARY-FORCIBLE ENTRY,15X,700 BROOKLYN AV,Oakland,CA
STOLEN VEHICLE,12/3/16 16:46,16-064078,VEHICLE THEFT - AUTO,11X,5900 WHITNEY ST,Oakland,CA
MISDEMEANOR ASSAULT,12/14/16 22:25,16-065994,ASSAULT,19X,1ST AV & INTERNATIONAL BLVD,Oakland,CA
OTHER,1/13/17 2:55,17-002195,EXHIBIT FIREARM,21Y,3100 COOLIDGE AV,Oakland,CA
BURG - RESIDENTIAL,12/4/16 20:10,16-916798,BURGLARY-FORCIBLE ENTRY,32X,1700 103RD AV,Oakland,CA
DOMESTIC VIOLENCE,12/14/16 22:00,16-065995,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31X,200 HEGENBERGER RD,Oakland,CA
STOLEN VEHICLE,12/3/16 17:00,16-064097,VEHICLE THEFT - AUTO,13Y,400 HILLER DR,Oakland,CA
DOMESTIC VIOLENCE,12/14/16 13:00,16-065997,THREAT CRIME:INT:TERRORIZE,22X,COLOMA ST & FRUITVALE AV,Oakland,CA
BURG - AUTO,12/14/16 18:30,16-065999,BURGLARY-AUTO,08X,400 27TH ST,Oakland,CA
RECOVERED O/S STOLEN,1/13/17 21:59,17-002351,VEHICLE THEFT - AUTO,26X,5300 E 8TH ST,Oakland,CA
,12/25/16 20:12,16-067790,DUI ALCOHOL/0.08 PERCENT,35X,8800 BURR ST,Oakland,CA
VANDALISM,12/14/16 23:20,16-066000,VANDALISM (AMENDED),31X,7000 COLISEUM WY,Oakland,CA
DOMESTIC VIOLENCE,12/25/16 20:40,16-067791,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,2100 48TH AV,Oakland,CA
BURG - AUTO,12/14/16 15:50,16-917197,BURGLARY-AUTO,22X,3900 OAKMORE RD,Oakland,CA
MISDEMEANOR ASSAULT,1/13/17 2:30,17-002192,ASSAULT WITH FIREARM ON PERSON,16Y,2000 MACARTHUR BLVD,Oakland,CA
STOLEN VEHICLE,12/3/16 20:30,16-064040,VEHICLE THEFT - AUTO,32X,10900 INTERNATIONAL BLVD,Oakland,CA
BURG - RESIDENTIAL,1/4/17 4:35,17-900266,BURGLARY-FORCIBLE ENTRY,13X,5600 BROADWAY,Oakland,CA
PETTY THEFT,12/10/16 10:15,16-065447,THEFT,10Y,800 42ND ST,Oakland,CA
PETTY THEFT,12/2/16 9:30,16-916580,THEFT,07X,3200 HOLLIS ST,Oakland,CA
STOLEN VEHICLE,12/3/16 15:00,16-064046,VEHICLE THEFT - AUTO,27X,4600 FAIRFAX AV,Oakland,CA
,1/4/17 21:45,17-900267,ATTEMPT VEHICLE THEFT-AUTO,,5000 FLEMMING AVE,Oakland,CA
MISDEMEANOR ASSAULT,1/13/17 0:00,17-002193,BATTERY,25Y,00 SKYWAY LN,Oakland,CA
MISDEMEANOR ASSAULT,12/3/16 4:19,16-064055,BATTERY,23X,1700 40TH AV,Oakland,CA
PETTY THEFT,12/30/16 21:00,17-000402,THEFT,33X,1000 89TH AV,Oakland,CA
PETTY THEFT,12/24/16 22:00,16-067781,THEFT,07X,2900 LINDEN ST,Oakland,CA
BURG - AUTO,12/3/16 15:00,16-064073,BURGLARY-AUTO,35X,9500 CASTLEWOOD ST,Oakland,CA
PETTY THEFT,12/30/16 0:00,17-000345,THEFT,08X,600 23RD ST,Oakland,CA
STOLEN VEHICLE,12/24/16 20:30,16-067723,VEHICLE THEFT - AUTO,20X,2500 INTERNATIONAL BLVD,Oakland,CA
VANDALISM,12/24/16 13:53,16-067724,VANDALISM,21X,1700 24TH AV,Oakland,CA
,12/24/16 18:00,16-067726,SC STOLEN VEHICLE - AUTO,10X,1000 53RD ST,Oakland,CA
BURG - AUTO,12/24/16 21:20,16-067730,BURGLARY-AUTO,19X,100 INTERNATIONAL BLVD,Oakland,CA
STOLEN VEHICLE,12/24/16 18:30,16-067732,VEHICLE THEFT - AUTO,08X,2300 NORTHGATE AV,Oakland,CA
BURG - AUTO,12/3/16 23:00,16-916544,BURGLARY-AUTO,04X,1700 JEFFERSON ST,Oakland,CA
BURG - AUTO,12/14/16 19:00,16-065986,BURGLARY-AUTO,08X,27TH ST & BROADWAY,Oakland,CA
BURG - AUTO,12/24/16 21:00,16-067741,BURGLARY-AUTO,12Y,5200 DESMOND ST,Oakland,CA
MISDEMEANOR ASSAULT,12/17/16 1:59,16-066366,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,01X,400 EMBARCADERO WEST,Oakland,CA
STOLEN VEHICLE,12/17/16 1:00,16-066370,VEHICLE THEFT - AUTO,02X,1000 FILBERT ST,Oakland,CA
DOMESTIC VIOLENCE,12/17/16 3:26,16-066374,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,1500 38TH AV,Oakland,CA
